Country Name,Year,Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],Gini index [SI.POV.GINI],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]",New businesses registered (number) [IC.BUS.NREG],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP per capita (current US$) [NY.GDP.PCAP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Compulsory education, duration (years) [SE.COM.DURS]",Lending interest rate (%) [FR.INR.LEND],Trade (% of GDP) [NE.TRD.GNFS.ZS],Net migration [SM.POP.NETM],International migrant stock (% of population) [SM.POP.TOTL.ZS],"International migrant stock, total [SM.POP.TOTL]","Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Secondary education, duration (years) [SE.SEC.DURS]","Primary education, duration (years) [SE.PRM.DURS]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]"
Sweden,2015,..,..,1.146959395,..,7,..,29.2,2.480801708,7.429999828,20.39999962,103.5948172,-0.04678474498,45568,4.489281588,51545.48361,3.390176296,49103.13343,0.0814471778,3.999311639,50849.99847,1.066502053,2.203835638,15.38288021,7.443900108,9,..,83.72381451,..,16.76755875,1639771,1459609041,3396671928,0.6724701048,24.05826177,1.057454686,9799186,16.2,6,6,..,..,100,82.20487805,0.007959573829,1,..
Sweden,2016,..,..,1.077673522,..,7,..,29.6,0.6787895613,6.989999771,18.93000031,104.6144691,0.9842692446,49751,2.070593151,51965.15715,0.7961463005,50430.25282,0.07749433114,3.908058712,50389.99939,1.053016389,2.158645167,15.61890984,7.618619919,9,..,82.32064509,..,..,..,1633036131,2820821968,0.5470370239,24.36244975,1.256453985,9923085,15.8,6,6,..,..,..,82.30731707,0.008172207895,3,0.2
Sweden,2017,..,..,1.140850054,..,7,0.8,28.8,1.785034076,6.71999979,17.92000008,106.4917747,1.794499047,48543,2.567924525,53791.50873,1.195147571,51947.95425,0.07328554744,3.807034265,49990.00168,1.023179205,2.121243906,15.68610001,7.568830013,9,..,84.93474943,200000,..,..,2045902423,3109019330,0.5746601817,24.69294198,1.34744506,10057698,16.4,6,6,..,..,..,82.4097561,0.007950575444,..,..
Sweden,2018,..,..,1.083072677,..,7,0.8025099635,30,0.1619546873,6.360000134,17.43000031,108.5721291,1.953535301,45590,1.950022846,54589.06039,0.772577449,53521.63064,0.06612264424,3.538991742,47189.99863,1.032246092,2.114712997,15.66701984,7.640840054,9,..,89.1311984,..,..,..,2084495542,3074011486,0.5534218667,24.98145887,1.16164516,10175214,17.1,6,6,..,..,130,82.55853659,..,..,..
Sweden,2019,..,..,1.105975245,..,7,..,29.3,2.368285194,6.829999924,20.12999916,110.5092198,1.784150974,46377,1.986195874,51939.42974,0.9575616564,54598.78035,0.06236472494,3.405037919,46189.99863,1.098943094,2.2744059,..,..,10,..,91.43382897,..,..,..,1917082970,3184903850,0.5965585261,25.23766548,1.013722263,10278887,16.1,6,6,..,..,47,83.1097561,..,..,..
Sweden,2020,0,..,1.227811515,..,..,0.7953571081,..,-4.143026553,8.289999962,23.95000076,111.0588566,0.4973673189,57682,-2.94418192,52300.2062,-3.643079592,55064.88501,..,..,..,1.221397332,2.290960681,..,..,10,..,84.52393938,..,..,..,1765892820,3091100401,0.5708538777,25.42072337,0.7227039129,10353442,15.7,6,6,..,..,..,82.40731707,..,..,..
Sweden,2021,..,..,..,..,..,..,..,..,8.720000267,24.75,113.4612788,2.163197364,..,4.800611582,60238.98656,4.173074337,59323.96461,..,..,..,..,..,..,..,10,..,88.16201698,..,..,..,..,..,..,..,0.6005915328,10415811,..,6,6,..,..,..,..,..,..,..
Switzerland,1995,..,..,1.172178933,..,..,..,..,..,3.329999924,5.449999809,88.42129649,1.799827769,..,0.4808665745,50155.97413,-0.1883506192,30851.80041,0.1999835464,6.169852459,52630.00107,1.355810883,4.055850082,15.31004047,4.908770084,..,..,76.01869388,..,21.07482042,1478829,10114090360,1473188519,0.417177251,178.1144729,0.6682423262,7040687,..,7,6,..,..,..,78.41707317,..,9,..
Switzerland,1996,..,..,1.17930778,..,..,..,..,0.3861161669,3.710000038,4.940000057,89.13895386,0.8116340646,..,0.4939098863,48144.57913,0.05107078284,31534.09607,0.1973503686,6.223265482,53250,1.284335761,3.780118309,15.27908993,4.917290211,..,..,78.47517215,..,..,..,9613999887,1390360919,0.4083636878,178.9073568,0.4416364067,7071850,..,7,6,..,..,..,78.89609756,..,4,..
Switzerland,1997,..,..,1.230812238,..,..,..,..,3.273246339,4.199999809,6.449999809,89.60267736,0.5202254227,..,2.269168119,41631.43886,2.023107171,32771.05937,0.1840205908,6.030549707,51790.00092,1.220946312,3.603571631,..,..,..,..,88.1297113,65218,..,..,7846621593,1208285604,0.4094199136,179.3433855,0.2408912102,7088906,..,7,6,..,..,..,79.0795122,..,4,..
Switzerland,1998,..,..,1.071664005,..,..,..,..,3.94608206,3.599999905,6.070000172,89.61875068,0.01793843784,..,3.065331375,42740.12818,2.759541944,33905.12738,0.1835600777,6.223627817,53349.99847,1.184320033,3.526529021,14.55200958,4.744900227,11,..,87.740017,..,..,..,7767413870,1226985564,0.4037699286,179.8816222,0.2971357657,7110001,..,7,6,..,..,..,79.32439024,..,4,..
Switzerland,1999,..,..,1.250872976,..,..,..,..,1.244119635,3.099999905,6.159999847,90.34147606,0.806444381,..,1.745534401,41786.23414,1.261444945,34818.07604,0.1790222565,6.23321054,53479.99954,1.085401612,3.18127978,14.33310032,4.749219894,11,..,89.11854167,..,..,..,7578140728,1221534901,0.4091963469,180.7461354,0.4769199313,7143991,..,7,6,..,..,..,79.5804878,..,8,..
Switzerland,2000,..,..,0.9658773722,..,..,..,33.4,3.922173743,2.670000076,5,91.74947434,1.558529197,..,3.976409234,38952.0342,3.393747681,36772.69462,0.1654527213,6.084142395,52729.99954,1.029280853,3.111081872,14.45215988,4.648369789,11,..,97.135161,..,21.92084633,1570756,5873235216,994933149.5,0.3555349681,181.7693047,0.5619546174,7184250,..,7,6,..,..,..,79.6804878,0.01063638281,7,..
Switzerland,2001,..,..,1.197909397,..,..,..,..,-3.070021246,2.49000001,5.630000114,92.65689529,0.9890203298,..,1.575817262,39727.84667,0.9351039685,37896.69696,0.1647884878,6.244939386,54340.00015,0.9918803619,3.050818632,15.25533962,4.81137991,11,..,95.13095728,..,..,..,6555649200,1176038086,0.4094461892,182.9277636,0.632771238,7229854,..,7,6,..,..,..,80.1804878,0.01044274845,1,..
Switzerland,2002,..,..,1.191073376,..,..,..,31.7,-1.965282937,2.920000076,5.590000153,93.25241182,0.6427115065,..,-0.005506462528,42578.76314,-0.7590800841,38814.37174,0.1540920259,5.980985175,52709.99908,0.9563888392,2.732104201,15.18126011,5.164219856,11,..,90.65900508,186125,..,..,7528320437,1225420693,0.3950729882,184.3214665,0.7564691458,7284753,..,7,6,..,..,..,80.38536585,0.0107136405,4,..
Switzerland,2003,..,..,..,..,..,..,..,4.197704638,4.119999886,8.5,93.84761672,0.6382729309,..,-0.04684637297,49470.39713,-0.7856742704,38840.88188,0.1573039313,6.109823415,53950.00076,0.9266311781,2.717512033,16.19942093,5.36935997,11,..,89.12785691,..,..,..,9139365050,1533293466,0.4223212567,185.6987677,0.7419196034,7339001,..,7,6,..,..,..,80.53658537,0.009836993581,5,..
Switzerland,2004,..,..,..,..,..,..,..,1.512469614,4.320000172,7.710000038,94.60112743,0.802908731,..,2.821528115,54878.471,2.11713012,40336.40896,0.1519101439,6.127509688,54450.00076,0.8889242527,2.627468717,16.09639931,5.293079853,11,..,93.94054867,..,..,..,10332372823,1695345813,0.4180554558,186.9844383,0.6874259602,7389625,..,7,6,..,..,..,81.08780488,0.009532776316,5,..
Switzerland,2005,..,..,..,..,..,..,..,4.567764702,4.440000057,8.760000229,95.70980932,1.171954203,..,2.882638434,56546.78566,2.225677166,41749.21645,0.1476680363,6.165024808,55169.99817,0.8526233052,2.572890663,15.70398998,5.057400227,11,..,100.4607251,..,24.3694497,1805437,10858557517,1721477365,0.4093444409,188.1956324,0.6406015402,7437115,..,7,6,..,..,..,81.23658537,0.009958499348,5,..
Switzerland,2006,..,..,..,..,..,..,33.9,2.734713085,4,7.699999809,96.72386363,1.059509283,19471,4.015007608,59300.61722,3.364296546,46502.92827,0.1306803237,6.077017721,54889.99939,0.7725495059,2.468551692,15.85387993,4.81757021,11,..,104.6070034,..,..,..,11663457223,1795179912,0.4045002715,189.385176,0.6275584733,7483934,15,7,6,..,..,..,81.4902439,0.009514314019,8,..
Switzerland,2007,..,..,..,..,..,..,34.3,-4.815759978,3.650000095,7.130000114,97.43222143,0.7323506031,21391,3.995722246,65359.51922,3.070462499,51208.09883,0.1126000497,5.766034471,52959.99908,0.7344364055,2.438068676,15.56042004,4.557980061,11,..,111.5545593,344872,..,..,13402757251,1795617230,0.3638259865,191.0901154,0.8936909778,7551117,15.7,7,6,..,..,..,81.74146341,0.008957680444,1,..
Switzerland,2008,..,..,..,..,..,..,33.8,-8.462418157,3.349999905,7.019999981,99.79596724,2.426041171,21733,2.755511436,74572.23237,1.458141101,54096.80786,0.1086738945,5.878910791,54590.00015,0.7186377404,2.412460666,15.88504028,4.731929779,11,3.3425,115.1367451,..,..,..,15837911700,2214728946,0.3883416879,193.5336319,1.270618074,7647675,15.6,7,6,..,..,..,81.99268293,0.008865324567,10,..
Switzerland,2009,..,..,0.6611439969,..,..,..,32.9,6.352090938,4.119999886,8.479999542,99.31646564,-0.4804819364,20810,-2.07963322,72083.1677,-3.295521168,53354.00464,0.1056964218,5.639327378,53139.99939,0.726566529,2.306112531,15.52213955,4.89041996,11,2.750833333,107.7252997,..,..,..,16395814781,2341619109,0.4194947438,195.9669754,1.249484631,7743831,15,7,6,..,..,..,82.04390244,0.008569900799,4,..
Switzerland,2010,..,..,0.6659261227,..,..,0.7681437135,32.6,8.690288309,4.800000191,8.220000267,100,0.6882387072,22139,3.268101656,77117.12601,2.19808651,54858.44808,0.1053202024,5.777702857,54720.00122,0.6820002959,2.187786726,15.28763962,4.765629768,11,2.733333333,117.8834941,..,26.5011556,2075182,18511536218,2494622577,0.4134040404,198.0187519,1.041558058,7824909,15,7,6,..,..,..,82.24634146,0.009090273399,4,..
Switzerland,2011,..,..,0.5817638777,..,..,..,31.7,-4.28515721,4.400000095,7.699999809,100.2313492,0.2313492077,23765,1.920445985,91254.03476,0.793490807,57987.50203,0.08977372633,5.205754138,50599.99847,0.6888643009,2.209925402,15.44705009,4.815269947,11,2.718333333,123.0943416,..,..,..,23679612734,2615246749,0.3622033566,200.2327665,1.111878943,7912398,15.9,7,6,..,..,..,82.69512195,0.009206227075,4,..
Switzerland,2012,..,..,0.5619376409,..,..,..,31.6,2.438028883,4.480000019,8.329999924,99.53719498,-0.6925520181,23608,1.217193657,86547.67089,0.1481357067,59933.59868,0.08871628712,5.317086349,51909.99985,0.6635021967,2.113467589,15.47457027,4.8583498,11,2.688333333,124.0701828,397267,..,..,23738994076,2420420106,0.3497162556,202.3702045,1.061819329,7996861,14.5,7,6,..,..,..,82.69756098,0.008566007069,7,..
Switzerland,2013,..,..,0.7029334275,..,6,..,32.5,-0.6442397191,4.75,8.75,99.3208776,-0.2173231551,24601,1.821667791,88109.48675,0.6575468661,62225.08727,0.08647881482,5.381151799,52930.00031,0.7061240774,2.189143911,15.09430981,4.869029999,11,2.689166667,130.8916368,..,..,..,25337903098,2437063152,0.3419248777,204.7106489,1.149879758,8089346,13.8,7,6,..,..,13,82.79756098,0.008532698288,2,..
Switzerland,2014,..,..,0.4996342312,..,6,..,32.5,-1.344238779,4.829999924,8.600000381,99.30776473,-0.01320253875,25085,2.446845157,89684.70758,1.204481604,64103.01045,0.07580245438,4.859165525,49119.99893,0.6281042877,1.973042248,15.32168961,4.877799988,11,2.69,116.2907549,..,..,..,26816952603,2406168041,0.3276387813,207.2236309,1.220103973,8188649,15.6,7,6,..,..,..,83.19756098,0.00810263988,4,..
Switzerland,2015,..,..,0.6870139301,..,6,..,32.3,2.652581321,4.800000191,8.819999695,98.17177459,-1.143908672,24244,1.657768711,84776.14217,0.5071221057,66020.20434,0.07148794561,4.719648777,48349.99847,0.6438908508,2.006483834,15.38836002,4.93844986,11,2.680833333,113.1222545,..,29.38668554,2438702,26031157291,2516975789,0.3584671782,209.5958526,1.138337152,8282396,14.7,7,6,..,..,360,82.89756098,0.008096063338,7,..
Switzerland,2016,..,..,0.536998287,..,6,..,33,-2.404698785,4.920000076,8.579999924,97.74510174,-0.4346186643,24135,2.045186469,83073.28008,0.9368837413,68105.15498,0.069563844,4.737656377,48849.99847,0.6573870112,2.049803026,15.36046982,4.926459789,11,2.646666667,119.7281664,..,..,..,26050038249,2524093963,0.3628653815,211.8972478,1.092031174,8373338,15.5,7,6,..,..,..,83.60243902,0.008182971044,..,0.1
Switzerland,2017,..,..,0.5321792848,..,6,0.767,32.7,-1.544730234,4.800000191,8.069999695,98.2668532,0.5337878398,25790,1.584819616,83352.08865,0.6412840657,69103.57026,0.0662611884,4.578884688,47880.00107,0.656917773,2.05129821,15.46105003,4.951570034,11,2.627438678,119.2700372,259999,..,..,26936091305,2591809298,0.3679046608,213.883834,0.9331558887,8451840,14.6,7,6,..,..,160,83.55121951,0.00721546439,..,..
Switzerland,2018,..,..,0.5864680245,..,6,0.7661076188,33.1,-1.569347447,4.710000038,7.949999809,99.1869606,0.9363354641,25637,2.916905098,86388.40495,2.161569653,71660.20684,0.06142866709,4.40199099,46610.00061,0.6325615313,2.019323757,15.53279972,4.863259792,11,2.627425593,119.9766351,..,..,..,27721143473,2550734395,0.3467842425,215.4651922,0.7366339752,8514329,16,7,6,..,..,18,83.75365854,..,..,..
Switzerland,2019,..,..,0.5354215706,..,6,..,..,0.953971313,4.389999866,8,99.54689637,0.3628861799,26347,1.210992207,85334.51946,0.4916091449,72033.92944,0.0605137259,4.359041462,46500,0.6992507329,2.221299655,..,..,11,2.63292318,119.2155365,..,..,..,28392381356,2549309963,0.3483770895,217.0076296,0.7133136684,8575280,15.5,7,6,..,..,10,83.90487805,..,..,..
Switzerland,2020,..,..,0.5430626747,..,..,0.7561151385,..,-6.169209373,4.820000172,8.609999657,98.82431041,-0.7258749333,..,-2.392826042,87100.41482,-3.085400925,71745.2994,..,..,..,0.7785206391,2.164491664,..,..,11,2.634846704,115.8893997,..,..,..,29400183462,2940841129,0.3909403482,218.5584179,0.7120825593,8636561,..,7,6,..,..,13,83.1,..,..,..
Switzerland,2021,..,..,..,..,..,..,..,..,5.099999905,8.819999695,99.39928425,0.5818141685,..,3.69215263,93457.4404,2.96299404,77324.08811,..,..,..,..,..,..,..,11,2.639857314,125.1062813,..,..,..,..,..,..,..,0.7056796094,8697723,..,7,6,..,..,140,..,..,..,..
Syrian Arab Republic,1995,..,..,..,..,..,..,..,..,7.199999809,..,56.96203949,7.979957806,..,7.026589543,3545.808903,4.079598185,..,..,2.717230104,86550.00305,6.949691317,23.35467847,..,..,..,..,68.97657516,..,5.79550797,830610,15000000,339000000,0.6664521214,78.05795516,2.792133043,14345491,..,6,6,..,..,..,71.961,..,..,..
Syrian Arab Republic,1996,..,..,..,..,..,..,35.2,..,..,..,61.66134514,8.249890099,..,9.825569405,4171.456097,6.783646027,..,..,2.84801264,89000,6.041916055,21.81703193,15.04076004,3.69904995,..,..,69.91417906,..,..,..,20000000,313000000,0.5085603822,80.2815758,2.808858679,14754148,..,6,6,..,..,..,72.205,..,..,..
Syrian Arab Republic,1997,..,..,1.950537017,..,..,..,..,..,..,..,62.82434678,1.886111362,..,5.023804508,4376.873332,2.109081096,..,..,2.772266632,89970.00122,5.882755318,20.30433354,..,..,..,..,66.22297869,-130000,..,..,25000000,238000000,0.3583236427,82.57322886,2.814536969,15175308,..,6,6,..,..,..,72.439,..,..,..
Syrian Arab Republic,1998,..,..,2.153903039,..,..,..,..,..,..,..,62.32353268,-0.7971656333,..,6.785304524,4514.104713,3.880941345,..,..,2.860972995,93849.99847,5.808381112,20.14886072,..,..,6,..,61.42484477,..,..,..,29000000,220000000,0.3124193491,84.88185874,2.757487037,15599588,..,6,6,..,..,..,72.664,..,6,..
Syrian Arab Republic,1999,..,..,2.06069792,..,..,..,..,..,7.599999905,..,60.01525369,-3.703703704,..,-3.553449871,4556.66108,-6.049257048,..,..,2.739479325,93230.00336,5.810580496,20.73189324,..,..,6,..,64.30840492,..,..,..,28000000,198000000,0.2713431458,87.13675046,2.621833644,16013992,..,6,6,..,..,..,72.882,..,12,..
Syrian Arab Republic,2000,..,..,2.17539046,..,..,..,..,..,..,..,57.7069747,-3.846153846,..,0.6756425894,4910.777748,-1.758944251,..,..,2.705527631,93300.00305,5.453656421,19.01951026,..,..,6,..,65.28498612,..,5.089094139,832273,29000000,180000000,0.2233527116,89.29615301,2.447967855,16410847,..,6,6,..,..,..,73.11,0.1108578828,48,..
Syrian Arab Republic,2001,..,..,2.242559667,..,..,..,..,..,11.63000011,..,59.43818394,3,..,1.047287102,5175.261944,-1.096464456,..,..,2.667811008,92510.00214,5.480550468,18.88015675,15.66205978,4.54640007,6,..,67.3681325,..,..,..,30000000,170000000,0.195917282,91.23166286,2.144360974,16766555,..,6,6,..,..,..,73.371,0.1102225844,5,..
Syrian Arab Republic,2002,..,..,2.153983101,..,..,..,..,..,11.68000031,26.31999969,59.36061397,-0.1305052824,..,3.954831927,5300.582812,2.01945322,..,..,2.591218285,93839.99634,5.412501223,17.37983284,16.82607079,5.269849777,9,..,71.64430768,-379910,..,..,35000000,135000000,0.1490749312,92.96238981,1.879298347,17084628,..,6,6,..,..,..,73.663,0.1101716326,6,..
Syrian Arab Republic,2003,..,..,2.325552818,..,..,..,37.5,..,10.27999973,19.46999931,62.80164752,5.796829449,..,7.204435053,5494.839654,5.169416398,..,..,2.548346582,94000,6.248324272,19.14297693,19.85540009,6.480840206,9,..,61.54699054,..,..,..,40000000,889000000,0.9290047227,94.85927338,1.916508016,17415214,30.1,8,4,..,..,..,73.967,0.1099462838,6,..
Syrian Arab Republic,2004,..,..,2.389522851,..,..,..,..,..,..,..,65.58573334,4.433141367,..,6.902959435,6330.740183,4.428762731,..,..,2.600429127,89290.00092,5.541838676,17.68916413,17.14539909,5.371479988,9,..,78.11492859,..,..,..,42000000,855000000,0.7575533333,97.11732309,2.34163592,17827827,..,8,4,..,..,..,74.25,0.1110627993,5,..
Syrian Arab Republic,2005,..,..,2.341897671,..,..,..,..,..,..,..,70.33436959,7.240349393,..,6.215077835,7309.107876,3.129768277,..,..,3.116357851,99720.00122,5.026419904,17.8393049,..,..,9,..,80.13300249,..,4.833274343,876410,40000000,823000000,0.6132462803,100.0227597,2.947799315,18361178,..,8,4,..,..,..,74.43,0.1091769869,5,..
Syrian Arab Republic,2006,..,..,2.340070235,..,..,..,..,..,8.170000076,..,77.38476454,10.02411054,..,5.046195556,8069.564879,1.198692836,..,..,3.159094769,102339.9963,4.394446823,16.47992469,20.04847908,5.279650211,9,..,74.20522659,..,..,..,235000000,795000000,0.5169053709,103.7916299,3.731437095,19059257,..,8,4,..,..,..,74.412,0.1063677769,5,..
Syrian Arab Republic,2007,..,..,2.681321607,..,..,..,..,..,8.420000076,19.09000015,80.40873634,3.907709504,..,5.674591777,9056.634662,1.32071454,..,..,3.199475612,105319.9997,4.100543653,15.9292308,18.92593002,4.864709854,9,..,76.37935352,370000,..,..,249578160,1030442463,0.5723722857,108.2457907,4.207360602,19878257,35.2,8,4,..,..,..,74.152,0.1030353996,6,..
Syrian Arab Republic,2008,..,..,2.560003159,..,..,..,..,..,10.93999958,22.38999939,93.06935338,15.74532522,..,4.476672736,10554.08378,0.5037956113,..,..,3.15911159,105870.0027,3.552339806,15.4681674,20.04079056,4.59525013,9,..,74.2279601,..,..,..,209974280,1325013920,0.6075537876,112.5247059,3.876832502,20664037,..,8,4,..,..,..,73.647,0.09966979091,4,..
Syrian Arab Republic,2009,69.6,..,2.244661184,..,..,..,..,..,8.140000343,16.67000008,95.78781344,2.920897118,..,5.912042793,10589.59905,3.205860519,..,..,2.862414613,102220.0012,4.027707759,15.05224165,19.18404961,5.130139828,9,..,59.94382524,..,..,..,211257375,1349880000,0.6011176635,115.4752396,2.588332527,21205873,..,8,4,..,433000,..,72.938,0.09640769145,5,..
Syrian Arab Republic,2010,..,..,2.167345167,..,..,..,..,..,8.609999657,20.37999916,100,4.397413832,..,5.191905841,11820.60778,4.420452412,..,..,2.859678544,103370.0027,4.056141736,13.62182053,..,..,9,..,64.01016469,..,8.020626042,1661922,530185085.5,1622538750,0.6425432435,116.3347002,0.7360796076,21362541,..,8,4,..,433000,..,72.108,0.09504415554,2,..
Syrian Arab Republic,2011,..,..,..,..,..,..,..,..,..,..,104.7531639,4.753163889,..,2.850002844,3491.952576,4.219561115,..,..,2.699957327,97330.00183,..,..,..,..,9,..,50.69609435,..,..,..,..,..,..,114.8059358,-1.322819459,21081814,..,8,4,156000,600000,..,71.27,0.09631716961,..,..
Syrian Arab Republic,2012,..,..,..,..,..,..,..,..,..,..,143.1999795,36.70229534,..,-26.33901708,2158.525351,-24.02183561,..,..,2.301008788,77989.99786,..,..,..,..,9,..,35.36869033,-5386986,..,..,..,..,..,111.3045853,-3.097273339,20438861,..,8,4,2400000,3000000,..,70.55,0.09268172445,..,..
Syrian Arab Republic,2013,..,..,..,..,1,..,..,..,..,..,..,..,..,-26.30008766,1151.901597,-23.06127232,..,..,1.568049344,54729.99954,..,..,..,..,9,..,44.70525478,..,..,..,..,..,..,106.6191036,-4.300775093,19578466,..,8,4,3500000,6500000,..,70.049,0.09177899375,..,..
Syrian Arab Republic,2014,..,..,..,..,1,..,..,..,..,..,..,..,..,-10.31033991,1179.858296,-6.150762489,..,..,1.422180088,49009.99832,..,..,..,..,9,..,54.26442252,..,..,..,..,..,..,101.8935414,-4.533414815,18710711,..,6,6,1100000,7600000,2300,69.821,0.09231634174,..,..
Syrian Arab Republic,2015,..,..,..,..,1,..,..,..,..,..,..,..,..,-3.187281297,979.1444387,0.6497434978,..,..,1.404090869,46939.99863,..,..,..,..,9,..,43.99766472,..,4.730134388,875189,..,..,..,98.00909982,-3.886822642,17997411,..,6,6,1300000,6600000,..,69.908,0.09345190401,..,..
Syrian Arab Republic,2016,..,..,..,..,1,..,..,..,..,..,..,..,..,-5.63043805,713.029204,-2.756790415,..,..,1.508110224,47450.00076,..,..,..,..,9,..,54.81286545,..,..,..,..,..,..,95.11281926,-2.999657156,17465567,..,6,6,2148000,6326000,..,70.315,0.09462041051,..,3.7
Syrian Arab Republic,2017,..,..,..,..,1,..,..,..,..,..,..,..,..,-0.7274867236,955.836559,1.420466896,..,..,1.716224159,51389.99939,..,..,..,..,9,..,50.85565554,-2136954,..,..,..,..,..,93.09845341,-2.140618609,17095669,..,6,6,2911000,6784000,2300,70.967,0.09600852291,..,..
Syrian Arab Republic,2018,..,..,..,..,1,..,..,..,..,..,..,..,..,1.475766476,1265.60619,2.37767883,..,..,1.616400069,48250,..,..,..,..,9,..,50.61980262,..,..,..,..,..,..,92.27828786,-0.8848692627,16945062,..,6,6,1649000,6119000,27000,71.779,..,..,..
Syrian Arab Republic,2019,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,1.506139442,48479.99954,..,..,..,..,9,..,..,..,..,..,..,..,..,92.95938572,0.7353805692,17070132,..,6,6,1847000,6495000,17000,72.697,..,..,..
Syrian Arab Republic,2020,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,..,..,..,..,..,..,..,..,95.30391004,2.490815344,17500657,..,6,6,1822000,6568000,25000,73.651,..,..,..
Syrian Arab Republic,2021,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.333410438,18275704,..,6,6,456000,6662000,79000,..,..,..,..
Tajikistan,1995,..,..,7.545787317,..,..,..,..,..,2,..,..,..,..,-12.41632223,213.5441443,-13.71739002,1037.581929,0.4196300932,0.4354006015,7960.000038,1.098613251,..,..,2.065900087,..,..,137.5159026,..,6.022253226,348347,..,..,..,41.18895399,1.49665826,5764806,..,7,4,..,..,..,58.497,..,47,..
Tajikistan,1996,..,..,8.271589789,..,..,..,..,..,2.599999905,..,..,..,..,-16.69999844,178.3612515,-17.93209763,867.1128136,0.4414850902,0.3828173787,7309.999943,1.289141005,..,..,2.043450117,..,..,156.6705901,..,..,..,..,..,..,41.80733067,1.490158564,5851354,..,7,4,..,..,..,59.003,..,35,..
Tajikistan,1997,..,..,8.386091617,..,..,..,..,..,2.700000048,..,..,..,..,1.680674136,155.1885177,0.1901553562,883.7428734,0.4782754145,0.4226724891,7550.000191,1.695094937,..,..,..,..,..,181.5901196,-237255,..,..,..,..,..,42.42929408,1.476732295,5938404,..,7,4,..,..,..,59.65,..,28,..
Tajikistan,1998,..,..,8.146139418,..,..,..,..,..,3.200000048,..,..,..,..,5.312867659,219.0402456,3.757984098,927.2744085,0.4956120324,0.4595683542,7469.99979,1.713031604,10.21046512,15.07244968,2.528490067,9,..,106.8955428,..,..,..,..,..,..,43.06512575,1.487450036,6027395,..,7,4,..,..,..,60.379,..,28,..
Tajikistan,1999,..,..,5.833653612,..,..,..,29.5,..,3,..,..,..,..,3.699550717,177.5596287,2.136024705,960.4277977,0.432156866,0.4150554671,6980.000019,1.39204461,7.933474576,11.83438969,2.076519966,9,..,133.605948,..,..,..,..,..,..,43.72437839,1.519228229,6119664,96,7,4,..,..,..,61.161,..,31,..
